post_id,user_id,caption,ownerFullName,ownerUsername,url,commentsCount,firstComment,likesCount,timestamp,queryTag,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28
P2418,U2130,"Megastar for a reason! Eagerly waiting for @kalamkavalmovie !
.
.
.
.
#kalamkaval #malayalammovies #malayalamcinema #mollywood #december5 #trending #kerala #keralamovies #mammookka #mammooty #mammootty #movies",Movies With Maneesha,movieswithmaneesha,https://www.instagram.com/p/DR1-WSwAeWn/,91,,2140,2025-12-04T13:37:28.000Z,,kalamkaval,malayalammovies,malayalamcinema,mollywood,Dec-05,trending,kerala,keralamovies,mammookka,mammooty,mammootty,movies,,,,,,,,,,,,,,,,,
P2419,U2131,"What’s your Stranger Things 5 theory? 👀 
Follow @LiamLovesMovies 🍿

#strangerthings #strangerthings5 #netflix #netflixseries #tvshow #tvshows #tvseries #cinema #movies #movie #movielover #moviereview #actor #actors #acting #milliebobbybrown #finnwolfhard #davidharbour #calebmclaughlin #sadiesink #joekeery #steveharrington #mikewheeler #noahschnapp #strangerthingscast #movierecommendation #horror #horrorfan #willbyers #mikewheeler #vecna",Liam Saul 🎬,liamlovesmovies,https://www.instagram.com/p/DR0eVVojD1Q/,20,,1206,2025-12-03T23:40:33.000Z,,strangerthings,strangerthings5,netflix,netflixseries,tvshow,tvshows,tvseries,cinema,movies,movie,movielover,moviereview,actor,actors,acting,milliebobbybrown,finnwolfhard,davidharbour,calebmclaughlin,sadiesink,joekeery,steveharrington,mikewheeler,noahschnapp,strangerthingscast,movierecommendation,horror,horrorfan,willbyers
P2420,U2132,"🥲🥀💔

#follow #cute #style #mondaymood #romance #devotional #festival #elonmusk #movies #streetfood #goutes #vairl #tamil #monday #kolkata #reels #fitness #followme #tbt #summer #saturdaynight #creative #picoftheday #nature #travel #beautiful #photooftheday #art #instagood #love",♣🐼  عبد الحميد  ♨♛,in__trend_uh,https://www.instagram.com/p/DR2GTZ_kW5A/,0,,562,2025-12-04T14:42:47.000Z,,follow,cute,style,mondaymood,romance,devotional,festival,elonmusk,movies,streetfood,goutes,vairl,tamil,monday,kolkata,reels,fitness,followme,tbt,summer,saturdaynight,creative,picoftheday,nature,travel,beautiful,photooftheday,art,instagood
P2421,U2133,#movies #thebatman,George Carmi,georgecarmi,https://www.instagram.com/p/DR0kxQvDDmI/,46,,1006,2025-12-04T00:31:40.000Z,,movies,thebatman,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2422,U2134,"Imma see Steven Lockjaw walking ✌️🥀
#cinema #movies #films #jamesgunn #director #filmmaker #superman #DC #dcu #dccomics #davidcorenswet",Cinematic Memes,thecinemmemes,https://www.instagram.com/p/DRz6CRwjU06/,7,,-1,2025-12-03T18:25:30.000Z,,cinema,movies,films,jamesgunn,director,filmmaker,superman,DC,dcu,dccomics,davidcorenswet,,,,,,,,,,,,,,,,,,
P2423,U2135,"What’s your favourite example of “great cast, horrible film”? #movies #casting #filmrecommendation",Dora,doradane_film,https://www.instagram.com/p/DRzr6yijdKQ/,242,,958,2025-12-03T16:15:41.000Z,,movies,casting,filmrecommendation,,,,,,,,,,,,,,,,,,,,,,,,,,
P2424,U2136,"💀

#explore #explorepage #fyp #foryou #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #trending #viral #hyderabad #movies #homelander #theboys #netfilx #butcher #finalseason #usa #telugu #meme",ahad,heeahad,https://www.instagram.com/p/DR1dCgCk8uv/,15,,3728,2025-12-04T08:43:47.000Z,,explore,explorepage,fyp,foryou,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,trending,viral,hyderabad,movies,homelander,theboys,netfilx,butcher,finalseason,usa,telugu,meme,,,,,,,,,,,,
P2425,U2137,"خۆ هەر ئەبێ جەوەکەو لێتێکبا 🤦🏻‍♀️

#zhabi #onash #sarcasm #story #life #inspiration #mindset #instalife #instastory #photo #instadaily #friends #best_friends #trending #mood #joker #cloud #moon #sun #comedy  #mentalhealth #Hebi #zhadan #flowers #quotes #movies #klax #fika #psychos",Zhabi,zhabi.official,https://www.instagram.com/p/DR1Z7cXDMbr/,5,,591,2025-12-04T08:18:10.000Z,,zhabi,onash,sarcasm,story,life,inspiration,mindset,instalife,instastory,photo,instadaily,friends,best_friends,trending,mood,joker,cloud,moon,sun,comedy,mentalhealth,Hebi,zhadan,flowers,quotes,movies,klax,fika,psychos
P2426,U2138,"She is so funny 🤣 

Show: Young seldon 

The actress who plays Mary Cooper (Sheldon's mother) on Young Sheldon, Zoe Perry, is the real-life daughter of Laurie Metcalf, who played the same role on The Big Bang Theory. 
A Familiar Face: Lance Barber, who plays Sheldon's father, George Cooper Sr., on Young Sheldon, previously had a guest role on The Big Bang Theory as Jimmy Speckerman, Leonard Hofstadter's high school bully. 
The Audition: Jim Parsons (Adult Sheldon and executive producer) described young actor Iain Armitage's (Young Sheldon) audition tape as ""jaw-dropping."" They made the audition intentionally difficult, requiring the child actors to memorize a three-page monologue and even do a William Shatner impression. 
Meemaw's Style Inspiration: Actress Annie Potts (Connie ""Meemaw"" Tucker) revealed that the inspiration for her character's sassy, flamboyant outfits came from Dolly Parton's look in the movie Steel Magnolias.  #reels #reelsinstagram #instadaily #instagood #share #entertainment #like #watchthis #video #contentcreater #viral #follow #animation #explorepage #movies #amazing #trending #reels #Entertainment",Focused man,movies_clips_e2,https://www.instagram.com/p/DR0xmtUCXBx/,0,,516,2025-12-04T02:26:42.000Z,,reels,reelsinstagram,instadaily,instagood,share,entertainment,like,watchthis,video,contentcreater,viral,follow,animation,explorepage,movies,amazing,trending,Entertainment,,,,,,,,,,,
P2427,U2139,Christmas Movies Blind Ranking. I can’t wait to watch through all my holiday favorites this month! #Christmas #ChristmasMovies #BlindRanking #ChristmasTree #Movies,Cody Leach,codyleachyt,https://www.instagram.com/p/DRz7RdfkVjB/,27,,481,2025-12-03T18:28:18.000Z,,Christmas,ChristmasMovies,BlindRanking,ChristmasTree,Movies,,,,,,,,,,,,,,,,,,,,,,,,
P2428,U2073,"I would never eat what I know I didn’t buy 
🎬: Curb Your Enthusiasm

“Seinfeld” co-creator Larry David plays a version of himself on the improvised series. He faces a constant barrage of life’s little annoyances, which in David’s sometimes well-meaning but terminally fumbling hands don’t tend to stay small for very long. Episodes frequently center on his ignorance of or disregard for well-established social conventions and expectations, as well as his insistence that others adhere to rules of which only he seems to be aware. Developed from a 1999 one-hour special on HBO that was envisioned as a one-time project, the series premiered in October 2000.

📺: HBO MAX, Hulu, Apple TV, Amazon Prime Video

#cute #funny #emotional #emotions #feelings #motivation #motivational #advice #lifequotes #reels #explorepage #videos #life #movie #movies #family #relatable #meme #felt #couple #friends #food",Motivational & Relatable,advice,https://www.instagram.com/p/DR1Y7GkDtoQ/,5,,785,2025-12-04T08:06:05.000Z,,cute,funny,emotional,emotions,feelings,motivation,motivational,advice,lifequotes,reels,explorepage,videos,life,movie,movies,family,relatable,meme,felt,couple,friends,food,,,,,,,
P2429,U2140,மத்தி மீன் varuval #trending #lovereels❤️ #boyfriendlove #purelove♥️ #girlfriendlove #cooking #tvkvijay #recipereels #food #vijayanna #cooking #ramadankareem #tvshows,Namma dhaa,saki_chillz,https://www.instagram.com/p/DRw9Lhxj24W/,46,,890,2025-12-02T14:48:22.000Z,,trending,lovereels❤️,boyfriendlove,purelove♥️,girlfriendlove,cooking,tvkvijay,recipereels,food,vijayanna,ramadankareem,tvshows,,,,,,,,,,,,,,,,,
P2430,U2141,"If only there was a page dedicated to wire chronicles ... 

Music by: @jaymoneymuzik - Battling Sentiments

#viral #trending #explore #wire #tvshows #wirechronicles #thewirehbo #stringerbell #omarcming #westbaltimore",The Wire | Best Moments,thewirechronicles,https://www.instagram.com/p/DRgFrubjH4Y/,10,,933,2025-11-26T01:38:38.000Z,,viral,trending,explore,wire,tvshows,wirechronicles,thewirehbo,stringerbell,omarcming,westbaltimore,,,,,,,,,,,,,,,,,,,
P2431,U2142,".

.

.

.

#housemd #drhouse #housemdquotes #gregoryhouse #jameswilson #hughlaurie #robertseanleonard #lisacuddy #lisaedelstein #allisoncameron #jennifermorrison #robertchase #jessespencer #ericforeman #omarepps #netflix #tvshows #houseandwilson #hilson #primevideo #medical #medicine #kutner #kalpenn #lawrencekutner #taub #peterjacobson",Tely House,telyhouse,https://www.instagram.com/p/DRw-e5mCGTM/,4,,1029,2025-12-02T14:59:23.000Z,,housemd,drhouse,housemdquotes,gregoryhouse,jameswilson,hughlaurie,robertseanleonard,lisacuddy,lisaedelstein,allisoncameron,jennifermorrison,robertchase,jessespencer,ericforeman,omarepps,netflix,tvshows,houseandwilson,hilson,primevideo,medical,medicine,kutner,kalpenn,lawrencekutner,taub,peterjacobson,,
P2432,U2143,"📺 The Big Bang Theory — Full Summary

The Big Bang Theory is a hit American sitcom that follows the lives of four brilliant but socially awkward scientists—Sheldon Cooper, Leonard Hofstadter, Howard Wolowitz, and Raj Koothrappali—whose geeky routines get hilariously disrupted when Penny, an aspiring actress, moves in next door.

The show blends comedy, friendship, romance, and pop culture, exploring everything from physics theories and comic books to awkward dates and personal growth. As the seasons progress, the once socially inexperienced men navigate relationships, marriages, careers, and adulthood—often in the most awkwardly charming ways.

A huge part of the show’s heart comes from the relationships:
	•	Sheldon & Amy’s unique, slow-blooming bond
	•	Leonard & Penny’s on-again, off-again romance
	•	Howard & Bernadette’s funny yet touching marriage
	•	Raj’s humorous (and often disastrous) search for love

The series remains celebrated for its witty dialogue, nerd culture references, and heartfelt moments—cementing itself as one of TV’s most iconic sitcoms.

⸻

🎬 Full Credits
	•	Created by: Chuck Lorre & Bill Prady
	•	Main Cast:
	•	Jim Parsons as Sheldon Cooper
	•	Johnny Galecki as Leonard Hofstadter
	•	Kaley Cuoco as Penny
	•	Simon Helberg as Howard Wolowitz
	•	Kunal Nayyar as Raj Koothrappali
	•	Mayim Bialik as Amy Farrah Fowler
	•	Melissa Rauch as Bernadette Rostenkowski-Wolowitz
	•	Produced by: Chuck Lorre Productions & Warner Bros. Television
	•	Original Network: CBS
	•	Years Active: 2007–2019

⸻

🔖 Hashtags

#TheBigBangTheory #SheldonCooper #LeonardHofstadter #Penny #HowardWolowitz #RajKoothrappali #AmyFarrahFowler #Bernadette #CBS #ChuckLorre #BillPrady #ComedySeries #Sitcom #TVShows #NerdCulture #ScienceComedy #FullCredits",PressPlayScreen,pressplayscreen,https://www.instagram.com/p/DRoskQBE1ha/,4,,4434,2025-11-29T09:47:56.000Z,,TheBigBangTheory,SheldonCooper,LeonardHofstadter,Penny,HowardWolowitz,RajKoothrappali,AmyFarrahFowler,Bernadette,CBS,ChuckLorre,BillPrady,ComedySeries,Sitcom,TVShows,NerdCulture,ScienceComedy,FullCredits,,,,,,,,,,,,
P2433,U2144,"الوصف ⬇️
Me Before You (2016) — يركز هذا الفيلم على الرومانسية المأساوية بين لو كلارك وويل تراينور. الحبكة الفرعية الكوميدية التي تتضمن باتريك، صديق لو الرياضي ولكنه بعيد عاطفياً (الذي لعبه ماثيو لويس من هاري بوتر)، هي نقيض ضروري لـ ويل. هدية باتريك - قلادة تحمل اسمه، وهدية عائلة لو - الجوارب الضيقة المخططة النادرة التي تحبها - هي اختصار بصري للموضوع الأساسي للفيلم: المودة المادية مقابل الذكاء العاطفي. يُظهر باتريك على أنه يركز فقط على نفسه (جريه، اسمه)، بينما الأشخاص الذين يحبون لو حقاً ينتبهون إلى التفاصيل الغريبة والمحددة التي تحدد شخصيتها الفريدة، مما يسلط الضوء على سبب الحكم بالفشل على علاقتها بباتريك الذي يركز على ذاته..
.
.
.
.
.
.
.
.
.
#اكسبلور
#افلام
#tvshows
#foryou
#fyp
#cinema
#explorepage
#iraq #oman
#السعودية #series
#فيلم #reels
#film #fillmdeep #films⁩
#fypシ #fyp 
#fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #explorepage #كومنت 
#explore #keşfetteyiz #ريلز_explor #الاكسبلور #_explore 
#explorepage✨ #photo #şanlıurfa 
#reelsinstagram 💖 #instagramreels #fypシ #ترند #fyp #şanlıurfa",معلومات بين السطور,bls_blt,https://www.instagram.com/p/DRz4pWdjMWH/,7,,-1,2025-12-03T18:06:24.000Z,,اكسبلور,افلام,tvshows,foryou,fyp,cinema,explorepage,iraq,oman,السعودية,series,فيلم,reels,film,fillmdeep,films⁩,fypシ,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,كومنت,explore,keşfetteyiz,ريلز_explor,الاكسبلور,_explore,explorepage✨,photo,şanlıurfa,reelsinstagram,instagramreels
P2434,U2145,"I miss them 🥲

#tvshows #poweruniverse #ghoststarz #powerbook2ghost #powerneverends #starztv #50cent #courtneykemp #effie #reelsinstagram #alixlapri #trending #tariqstpatrick #dianatejada #virałposts #michaelraineyjr #whereis22 #tommyegan #canetejada #viral #josephsikora #maryjblige #omarihardwick #forcestarz #raisingkanan #tiktok #fyp #instadaily #relatable",Effie Morales,itseffiemorales,https://www.instagram.com/p/DR0IGbwjZiY/,20,,1110,2025-12-03T20:32:28.000Z,,tvshows,poweruniverse,ghoststarz,powerbook2ghost,powerneverends,starztv,50cent,courtneykemp,effie,reelsinstagram,alixlapri,trending,tariqstpatrick,dianatejada,virałposts,michaelraineyjr,whereis22,tommyegan,canetejada,viral,josephsikora,maryjblige,omarihardwick,forcestarz,raisingkanan,tiktok,fyp,instadaily,relatable
P2435,U2146,"Jax's Revenge Was Enjoyable 🤪😈
.
#soa #sonsofanarchy #sonsofanarchyedit #jaxtelleredit #jaxtellerforever #jaxteller #tvseries #tvshows #viral #repost #reels #fypageシ #fypage #fyp 
.",𝐏𝐔𝐍𝐊,punk.xedits,https://www.instagram.com/p/DRzz4a4DD6u/,5,,455,2025-12-03T17:24:06.000Z,,soa,sonsofanarchy,sonsofanarchyedit,jaxtelleredit,jaxtellerforever,jaxteller,tvseries,tvshows,viral,repost,reels,fypageシ,fypage,fyp,,,,,,,,,,,,,,,
P2436,U2147,##newyork #brooklyn #sheepsheadbay #brihtonbeach #hairsalon #beautysalon #actor #california #hollywood #broadway #love #move #hollywood #california #haircut #school #work #makeup #tvshows #soho #manhattan #men #model #dog #pomeranian #love #show #tvshows #nyc #actor #russiangirl #ukrainegirl #manhattan #nj,Alexxugur,ny.partyroom,https://www.instagram.com/p/DRrETILDaDa/,0,,2104,2025-11-30T07:59:25.000Z,,#newyork,brooklyn,sheepsheadbay,brihtonbeach,hairsalon,beautysalon,actor,california,hollywood,broadway,love,move,haircut,school,work,makeup,tvshows,soho,manhattan,men,model,dog,pomeranian,show,nyc,russiangirl,ukrainegirl,nj,
P2437,U2148,"🎥 Mimikler oyunculuklar o kadar iyi ki kendimizi  sahnenin içinde hissediyoruz resmen. Çünkü dizi öyle bir baş yapıt ki aslında o paraları Walterla beraber sanki biz biriktirmiştik, bu yüzden bizde hayal kırıklığı yaşadık. 

🎬Walter’ın yıllarca ölüm pahasına biriktirdiği parayı, Skyler’ın Ted’e verdiğini öğrenince yaşadığı hayal kırıklığı görülmeye değer.

🍿Dizinin özetine bir önceki Breaking Bad videomuzdan ulaşabilirsiniz.

#BreakingBad #WalterWhite #SkylerWhite #Heisenberg #BreakingBadScene #BBedit #TvShows #DiziSahnesi #DiziÖnerisi #NetflixTürkiye #BryanCranston #AaronPaul #CinematicEdit #ReelsTurkey #Fyp #Keşfetteyiz #EditTürk #FilmDiziReels #CrimeDrama #LegendaryScene",,omesfilm,https://www.instagram.com/p/DRyjdYTDBEP/,48,,1734,2025-12-03T05:42:23.000Z,,BreakingBad,WalterWhite,SkylerWhite,Heisenberg,BreakingBadScene,BBedit,TvShows,DiziSahnesi,DiziÖnerisi,NetflixTürkiye,BryanCranston,AaronPaul,CinematicEdit,ReelsTurkey,Fyp,Keşfetteyiz,EditTürk,FilmDiziReels,CrimeDrama,LegendaryScene,,,,,,,,,
P2438,U2149,#strangerthings #netflix #byler #willbyers #tvshows #mikewheeler #joycebyers #wolfstar #merthur,R.G,ryangeorge_77,https://www.instagram.com/p/DR1zy63gmsJ/,24,,832,2025-12-04T13:19:33.000Z,,strangerthings,netflix,byler,willbyers,tvshows,mikewheeler,joycebyers,wolfstar,merthur,,,,,,,,,,,,,,,,,,,,
P2439,U2150,"This was a nice twist the producers made with Rachel's storyline

#glee #gleehumor #gleescenes #rachelberry #choke #whoopiegoldberg #audition #theatre #musictheatre #music #musician #tvseries #tvshows #scene #throwback #viral #viralreels #trending #trendingreels #morning",Lavender Jones,blackguitarheroine,https://www.instagram.com/p/DRxMRn2Eevy/,20,,492,2025-12-02T17:10:13.000Z,,glee,gleehumor,gleescenes,rachelberry,choke,whoopiegoldberg,audition,theatre,musictheatre,music,musician,tvseries,tvshows,scene,throwback,viral,viralreels,trending,trendingreels,morning,,,,,,,,,
P2440,U2151,"Follow @movie_vaults_ for more

Modern Family

A hilarious and heartwarming sitcom that follows three uniquely chaotic but deeply loving families living in suburban Los Angeles. From awkward parenting moments to unforgettable family chaos, Modern Family delivers laughs, warmth, and real-life relatability in every episode.

#ModernFamily #ComedySeries #SitcomLife #FamilyFun #TVShows #BingeWorthy #PhilDunphy #ClaireDunphy #CamAndMitch #GloriaAndJay #ExplorePage #ReelsTV #ViralReels",movies & reels,movie_vaults_,https://www.instagram.com/p/DR0ChlAklmK/,3,,2054,2025-12-03T19:30:24.000Z,,ModernFamily,ComedySeries,SitcomLife,FamilyFun,TVShows,BingeWorthy,PhilDunphy,ClaireDunphy,CamAndMitch,GloriaAndJay,ExplorePage,ReelsTV,ViralReels,,,,,,,,,,,,,,,,
P2441,U2152,Please don't leave without saying goodbye to her 😭😭.................................#tag #day #that #follow #viralvideos #trending #tags #explore #tagsfriends #tagsomeone #youtube #supermovie #socute #films #viralmovies #hollywood #topshow #thatpart💯 #tagsfriends😎 #tvshows #viralvideos #follow_me #tagfriend👆,lazzy,launda_lazzy2729,https://www.instagram.com/p/DR2T2N4k_2R/,0,,449,2025-12-04T16:44:15.000Z,,tag,day,that,follow,viralvideos,trending,tags,explore,tagsfriends,tagsomeone,youtube,supermovie,socute,films,viralmovies,hollywood,topshow,thatpart💯,tagsfriends😎,tvshows,follow_me,tagfriend👆,,,,,,,
P2442,U2153,"By popular demand...the Real Gear of Polaris from The Adventures of Pete & Pete! Suck chowder, muscle heads. 
[feat. @dylanwesch]
.
.
.
#90skid #tvshows #musiciansofig #peteandpete #nickelodeon",Reverb.com,reverb,https://www.instagram.com/p/DRszNQjERfq/,50,,707,2025-12-01T00:03:20.000Z,,90skid,tvshows,musiciansofig,peteandpete,nickelodeon,,,,,,,,,,,,,,,,,,,,,,,,
P2443,U2154,"Nilüfer 👏

@mahassine_merabet 
.
.
.
.
.
.
.
.
.#MahassineMerabet #Fans #TVShows #Celebrities #مسلسلات_مغربية #StarStyle #FanPage
#كواليس #ممثلة_مغربية #Reels #InstagramFans #Inspiration #motivationdaily",𝑴𝒂𝒉𝒂𝒔𝒔𝒊𝒏𝒆 𝑴𝒆𝒓𝒂𝒃𝒆𝒕 🦋,mahassinexsultana,https://www.instagram.com/p/DR0NoABjCEL/,49,,-1,2025-12-03T21:09:57.000Z,,MahassineMerabet,Fans,TVShows,Celebrities,مسلسلات_مغربية,StarStyle,FanPage,كواليس,ممثلة_مغربية,Reels,InstagramFans,Inspiration,motivationdaily,,,,,,,,,,,,,,,,
P2444,U2155,"🥳 NETFLIX TIME @netflixgr

🎬 Μία νέα ταινία από οσκαρικό υποψήφιο που αποσπά την καλύτερη ερμηνεία της καριέρας του Joel Edgerton

📺 Και η επιστροφή μίας κωμικής σειράς, βασισμένης σε ένα από τα καλύτερα ντοκιμαντέρ της δεκαετίας που διανύουμε

#netflix #movies #tvshows",Iosifina Grivea,iosifina_grivea,https://www.instagram.com/p/DRUY5RZDKz_/,16,,502,2025-11-21T12:34:13.000Z,,netflix,movies,tvshows,,,,,,,,,,,,,,,,,,,,,,,,,,
P2445,U2156,"Só os raiz vai seguir

#tvserie #showdotom #tomcavalcante #tvshows #engraçado",Tom Cavalcante Cortes,tomcavalcantecortes,https://www.instagram.com/p/DRe45SfiKQ9/,439,,22284,2025-11-25T15:01:02.000Z,,tvserie,showdotom,tomcavalcante,tvshows,engraçado,,,,,,,,,,,,,,,,,,,,,,,,
P2446,U2157,"Love blue eyes!!
What’s the colour of your eyes?

#bookworm #bookishreels #booksbooksbooks #bookaholic #tvshows",Anshul,stories.buddy,https://www.instagram.com/p/DRrlsskEwdG/,10,,643,2025-11-30T12:45:16.000Z,,bookworm,bookishreels,booksbooksbooks,bookaholic,tvshows,,,,,,,,,,,,,,,,,,,,,,,,
P2447,U2158,"SUCH a great month of watches! 📺 Begging you to watch Task & Deadloch!!!

#tvshows #whattowatch #netflixrecommendation #shows #showrecommendations #tvshows #tvrecs #tvshow #tvrec #task #deadloch #thrillers #crimeshow",Emily Perry,emilytheperry,https://www.instagram.com/p/DRc-mEDEvh6/,22,,430,2025-11-24T20:41:09.000Z,,tvshows,whattowatch,netflixrecommendation,shows,showrecommendations,tvrecs,tvshow,tvrec,task,deadloch,thrillers,crimeshow,,,,,,,,,,,,,,,,,
P2448,U2159,"RIMJHIM.EP.50.720p.DangalPlay.Web.Dl.AAC2.0.H.264.KS-APPLE Part 1
#ExploreIndia #tvshowscene #tvshowsdrama #tvshows #PhotoOfTheDay",Rimjhim,rimjhim_full_episodes,https://www.instagram.com/p/DR2JtZPkgWl/,2,,547,2025-12-04T15:13:22.000Z,,ExploreIndia,tvshowscene,tvshowsdrama,tvshows,PhotoOfTheDay,,,,,,,,,,,,,,,,,,,,,,,,
P2449,U2160,"Follow me @moviemoodmemes for more 

Don’t forget to SAVE your favorites to Watch Later 

🎥 Gods of Egypt (2016)

Genre: Action/Fantasy

Description:
Set, the God of the underworld, seizes the throne from the previous king of the Egyptian Empire and spreads terror throughout the land until a flawed mortal attempts to challenge the evil himself.

⭐️ Ratings:
🌐IMDb: 5.4
🍅Rotten Tomatoes: 15%

Where to watch❓
> Netflix 
> Amazon Prime

#cinema #goldenageoftv #entertainment  #explore #fyp #bestshows #netflix #amazonprime #appletv #tvseries #tvshows #films #movies #cinephiles #rottentomatoes #imdb #godsofegypt",Movies • Shows • Memes,moviemoodmemes,https://www.instagram.com/p/DRtj03LgI61/,0,,4037,2025-12-01T07:07:39.000Z,,cinema,goldenageoftv,entertainment,explore,fyp,bestshows,netflix,amazonprime,appletv,tvseries,tvshows,films,movies,cinephiles,rottentomatoes,imdb,godsofegypt,,,,,,,,,,,,
P2450,U2161,"8 Years of The goated DARK 🌑🙃♾️◀️
. 
. 
@darknetflix
. 
. 
#dark
#darkseries
#darknetflix
#sicmunduscreatusest 
#screenplay
#darkseason3 
#jonasmartha
#tvshows 
#viral 
#trending",JS CREATIONS,js_creations_011,https://www.instagram.com/p/DRthHJQEtEs/,63,,3889,2025-12-01T06:43:59.000Z,,dark,darkseries,darknetflix,sicmunduscreatusest,screenplay,darkseason3,jonasmartha,tvshows,viral,trending,,,,,,,,,,,,,,,,,,,
P2451,U2162,"WHOS A Better Fighter Then KP. 

#comedy  #kimpossible #tvshows #superheroes",AMON QUICK,amonquick_,https://www.instagram.com/p/DR0iWFMDW5W/,41,,2270,2025-12-04T00:11:33.000Z,,comedy,kimpossible,tvshows,superheroes,,,,,,,,,,,,,,,,,,,,,,,,,
P2452,U2163,TVS bike ❤️ #tvs #apache #tvsapache #v #rtr #rr #tvsracing #bikelife #bike #biker #tvsapache180 #tvs #bikes #rider #bikersofinstagram #bikers #bikeride #scooter #motos #tvshow #official #royalenfield #riders #duke #tvseries #bikelovers #tvshows #pulsar #bajaj #apache,BHARAT AUTO MOBILE,bharatautomobiletvs,https://www.instagram.com/p/DRo_qPsj7z1/,9,,5091,2025-11-29T12:34:38.000Z,,tvs,apache,tvsapache,v,rtr,rr,tvsracing,bikelife,bike,biker,tvsapache180,bikes,rider,bikersofinstagram,bikers,bikeride,scooter,motos,tvshow,official,royalenfield,riders,duke,tvseries,bikelovers,tvshows,pulsar,bajaj,
P2453,U2164,"This was day2 of GMFL SEASON 5.

The likes of @arbaazkhanofficial @aparshakti_khurana @mrunaljainofficial @ritushivpurimam @urvashirautela @prabhudevaofficial @vadivelusn.official @iamjeevaa @itsyuvan had graced the event and I feel blessed for having hosted this event.

I would like to thank @thanveer1408 and @sureshpunnasseril
To place their faith in me since the 1st season of @gmfldubai 

Thanking @kannan__ravi_krg sir and @krgoffl to support and promote such fantastic events.

Also extending gratitude to @wealthi group of companies for their support and sponsorship.

And hearfelt gratitude to all other sponsors and partners.

Costume courtesy: @priyafashionsdubai 
MUA & hair: @unsa_makeupartist_dubai 
Jewellery: @sims_blossoms 
VC and edits: @manojkmenon 

#emceeindia
#emceeing
#emceejob
#emcee🎤
#emceelife #emcee #emceeing🎤 #anchoring #anchoring🎤 #anchor #anchor #celebrity #celebritystyle #celebrityfashion #celebrityemcee #celebrityanchor #tvshows #tvpresenter #tv #tvshow",Lakshmi Shirin,shirin_185,https://www.instagram.com/p/DRyQCKrEjVR/,41,,1133,2025-12-03T03:05:23.000Z,,emceeindia,emceeing,emceejob,emcee🎤,emceelife,emcee,emceeing🎤,anchoring,anchoring🎤,anchor,celebrity,celebritystyle,celebrityfashion,celebrityemcee,celebrityanchor,tvshows,tvpresenter,tv,tvshow,,,,,,,,,,
P2454,U2156,"Só os raiz vai seguir

#tvserie #showdotom #tomcavalcante #tvshows #engraçado",Tom Cavalcante Cortes,tomcavalcantecortes,https://www.instagram.com/p/DRfNd-vjVqf/,251,,8983,2025-11-25T18:00:59.000Z,,tvserie,showdotom,tomcavalcante,tvshows,engraçado,,,,,,,,,,,,,,,,,,,,,,,,
P2455,U2165,"This or That: Which Doctor Who episode is scariest? 

Do you agree with @joseph_sorrell99’s choices? 👀

#doctorwho #drwho #whovian #whovians #doctorwhofandom #doctorwhofans #weepingangels #scary #spooky #thisorthat #tvshows #geeklife",Christel Dee,christeldeeofficial,https://www.instagram.com/p/DRmg2Gmjedx/,15,,1734,2025-11-28T13:30:54.000Z,,doctorwho,drwho,whovian,whovians,doctorwhofandom,doctorwhofans,weepingangels,scary,spooky,thisorthat,tvshows,geeklife,,,,,,,,,,,,,,,,,
P2456,U2166,Somebody needs to run Karen Wheeler her baddies chain 💅🏻🍷✨ #strangerthings #karenwheeler #netflix #eleven #tvshows #willbyers #st5 #milliebobbybrown #vecna #hollywheeler #noahschnapp #mikewheeler #strangerthings5 #calebmclaughlin #demogorgon #sadiesink #mindflayer #gatenmatarazzo #reels,🌸 Anthony Mckeller 🌸,_am_2k_,https://www.instagram.com/p/DRvOraljRg6/,4,,708,2025-12-01T22:51:28.000Z,,strangerthings,karenwheeler,netflix,eleven,tvshows,willbyers,st5,milliebobbybrown,vecna,hollywheeler,noahschnapp,mikewheeler,strangerthings5,calebmclaughlin,demogorgon,sadiesink,mindflayer,gatenmatarazzo,reels,,,,,,,,,,
P2457,U2149,#strangerthings #netflix #byler #willbyers #tvshows #mikewheeler #joycebyers,R.G,ryangeorge_77,https://www.instagram.com/p/DRzAsTqgpZW/,140,,8249,2025-12-03T09:56:13.000Z,,strangerthings,netflix,byler,willbyers,tvshows,mikewheeler,joycebyers,,,,,,,,,,,,,,,,,,,,,,
